74304.085938, 42479.000000
73140.406250, 41457.777344
72010.328125, 40390.542969
70801.843750, 39391.476562
69553.726562, 38387.339844
68357.421875, 37336.261719
67177.476562, 36335.921875
65896.351562, 35238.765625
64612.761719, 34162.339844
63373.558594, 33075.218750
62105.199219, 32025.519531
60710.500000, 30904.599609
59338.660156, 29737.919922
57956.500000, 28647.439453
56159.519531, 27493.419922
54830.250000, 26494.208984
53086.531250, 25430.939453
51649.707031, 24212.250000
49774.847656, 23016.130859
46744.617188, 21970.556641
44829.433594, 20964.324219
43149.593750, 19877.816406
40025.093750, 18764.910156
37687.339844, 17876.884766
37225.187500, 16591.500000
33251.468750, 15260.117188
32268.132812, 14388.266602
30055.375000, 13564.750000
28541.800781, 12411.200195
27907.500000, 11428.500000
23112.000000, 10233.000000
24520.000000, 9047.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
